data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
6865946,434,LBY9228,9228,13-Feb-20,2020,1,Protests,Peaceful protest,Protesters (Libya),Teachers (Libya); Students (Libya),6,,,0,60,Northern Africa,Libya,Sirt,Sirt,,Sirte,31.2089,16.5887,1,Libya24,National,On 13 February 2020 students and faculty members at the Sirte University staged a large demonstration against Turkey intervening and sending mercenaries to Libya. [size=large],0,1581982120,LBY
6865947,434,LBY9225,9225,13-Feb-20,2020,1,Battles,Armed clash,Military Forces of Libya (2014-) Haftar Faction,,1,Military Forces of Libya (2016-) Government of National Accord,,1,11,Northern Africa,Libya,Tripoli,Tripoli,,Khallatat,32.7806,13.1797,1,Libya24,National,On 13 February 2020 GNA and LNA forces clashed in Khallatat. No casualties reported.,0,1581982120,LBY
6865581,434,LBY9224,9224,13-Feb-20,2020,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Libya (2014-) Haftar Faction,,1,Civilians (Libya),,7,17,Northern Africa,Libya,Tripoli,Tripoli,,Hayy Dimashq,32.855,13.1989,1,AP; Al Wasat (Libya); Ean Libya Limited; Libya Observer; Libya24; Xinhua,National-International,On 13 February 2020 LNA forces shelled the Hayy Dimashq area of Tripoli killing a woman and causing material damages. Subsequent shellings reportedly wounded other civilians in the same neighborhood.,1,1581982119,LBY
6865582,434,LBY9226,9226,13-Feb-20,2020,1,Battles,Armed clash,Military Forces of Libya (2014-) Haftar Faction,,1,Military Forces of Libya (2016-) Government of National Accord,,1,11,Northern Africa,Libya,Tripoli,Tripoli,,Mashru Al Hadba,32.7601,13.1653,1,AFP; Akhbar Libya; Libya24; Xinhua,National-International,On 13 February 2020 LNA and GNA forces reportedly clashed in Mashru Al Hadba. GNA claimed to have seized LNA vehicles whilst LNA sources said they killed three GNA soldiers.,3,1581982119,LBY
6865583,434,LBY9227,9227,13-Feb-20,2020,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Libya (2014-) Haftar Faction,,1,,,0,10,Northern Africa,Libya,Tripoli,Tripoli,,Mitiga Airport,32.8941,13.276,2,Libya Herald; Al Wasat (Libya); Xinhua; Address Libya; Libya24; Libya Observer; Reuters; Facebook,New media-National,On 13 February 2020 presumed LNA forces fired rockets targeting the Mitiga Airport (the projectiles reportedly fell in the residential area of Shurfat al-Milaha) no casualties or damages reported.,0,1581982119,LBY
6865584,434,LBY9229,9229,13-Feb-20,2020,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Libya (2014-) Haftar Faction,,1,Civilians (Libya),Students (Libya),7,17,Northern Africa,Libya,Tripoli,Tripoli,,Tripoli,32.8925,13.18,1,Al Wasat (Libya); Libya Observer; Libya24; Xinhua,National-International,On 13 February 2020 at least one rocket fired by presumed LNA forces fell in a residential near the Tripoli University and reportedly resulted in wounded civilians causing material damages and panic among the students.,0,1581982119,LBY
6865579,434,LBY9220,9220,12-Feb-20,2020,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Libya (2014-) Haftar Faction,,1,Civilians (Libya),,7,17,Northern Africa,Libya,Tripoli,Tripoli,,Al Farnaj,32.8513,13.2382,1,AFP; Al Wasat (Libya); Xinhua,National-International,On 12 February 2020 indiscriminate shelling by presumed LNA forces wounded at least four people in the Al Farnaj area of Tripoli.,0,1581982119,LBY
6865580,434,LBY9221,9221,12-Feb-20,2020,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Libya (2014-) Haftar Faction,,1,Civilians (Libya),,7,17,Northern Africa,Libya,Tripoli,Tripoli,,Salah Aldeen,32.8286,13.2141,1,AP; Libya Observer,National-International,On 12 February 2020 presumed LNA forces shelled Salah Aldeen killing a man and wounding fourteen others when shells hit a cafe.,1,1581982119,LBY
6865937,434,LBY9218,9218,11-Feb-20,2020,1,Protests,Peaceful protest,Protesters (Libya),Teachers (Libya); Students (Libya),6,,,0,60,Northern Africa,Libya,Al Jabal Al Akhdar,Al Jabal Al Akhdar,,Shahhat,32.8304,21.85,1,Libya EN,Other,On 11 February 2020 students and teachers in Shahhat staged a demonstration expressing support for the LNA and denouncing Turkey intervening in Libya and sending mercenaries. [size=no report],0,1581982120,LBY
6865940,434,LBY9217,9217,11-Feb-20,2020,1,Battles,Armed clash,Military Forces of Libya (2014-) Haftar Faction,,1,Military Forces of Libya (2016-) Government of National Accord,,1,11,Northern Africa,Libya,Aljfara,Aljfara,,Qasr Bin Ghashr,32.6878,13.1739,2,Libya24,National,On 11 February 2020 LNA and GNA forces reportedly clashed near the Tripoli Airport and Qasr Bin Ghashr bridges. At least one GNA soldier was wounded.,0,1581982120,LBY
